"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 07 11:22:13 IST 2024","Sun Jul 07 11:22:18 IST 2024","4526","chromium","pageobject.spec.js","","","","page objects",""
